date,state,epidemiological_week_2019,epidemiological_week_2020,deaths_indeterminate_2019,deaths_respiratory_failure_2019,deaths_others_2019,deaths_pneumonia_2019,deaths_septicemia_2019,deaths_sars_2019,deaths_covid19,deaths_indeterminate_2020,deaths_respiratory_failure_2020,deaths_others_2020,deaths_pneumonia_2020,deaths_septicemia_2020,deaths_sars_2020,deaths_total_2019,deaths_total_2020,new_deaths_indeterminate_2019,new_deaths_respiratory_failure_2019,new_deaths_others_2019,new_deaths_pneumonia_2019,new_deaths_septicemia_2019,new_deaths_sars_2019,new_deaths_covid19,new_deaths_indeterminate_2020,new_deaths_respiratory_failure_2020,new_deaths_others_2020,new_deaths_pneumonia_2020,new_deaths_septicemia_2020,new_deaths_sars_2020,new_deaths_total_2019,new_deaths_total_2020
2020-07-12,AL,28,29,51,844,5225,1405,1111,9,1532,56,833,6157,1199,1206,212,8645,11195,,4,32,9,7,,18,,3,26,3,2,1,52,53
2020-07-13,AL,28,29,51,846,5254,1414,1115,9,1553,57,839,6190,1202,1212,213,8689,11266,,2,29,9,4,,21,1,6,33,3,6,1,44,71
2020-07-14,AL,29,29,51,850,5281,1423,1125,9,1574,57,846,6216,1205,1217,219,8739,11334,,4,27,9,10,,21,,7,26,3,5,6,50,68
2020-07-15,AL,29,29,53,855,5316,1434,1136,9,1588,58,850,6246,1208,1220,221,8803,11391,2,5,35,11,11,,14,1,4,30,3,3,2,64,57
2020-07-16,AL,29,29,53,856,5333,1437,1141,9,1608,58,851,6282,1210,1226,222,8829,11457,,1,17,3,5,,20,,1,36,2,6,1,26,66
2020-07-17,AL,29,29,53,860,5360,1442,1145,9,1619,59,860,6318,1214,1231,222,8869,11523,,4,27,5,4,,11,1,9,36,4,5,,40,66
2020-07-18,AL,29,29,53,867,5389,1450,1151,9,1628,59,866,6347,1220,1235,222,8919,11577,,7,29,8,6,,9,,6,29,6,4,,50,54
2020-07-19,AL,29,30,53,869,5417,1455,1157,9,1641,60,867,6369,1225,1241,222,8960,11625,,2,28,5,6,,13,1,1,22,5,6,,41,48
2020-07-20,AL,29,30,53,870,5443,1459,1159,9,1651,60,869,6394,1227,1247,224,8993,11672,,1,26,4,2,,10,,2,25,2,6,2,33,47
2020-07-21,AL,30,30,53,873,5481,1463,1160,9,1670,61,873,6428,1234,1250,224,9039,11740,,3,38,4,1,,19,1,4,34,7,3,,46,68
2020-07-22,AL,30,30,53,880,5510,1471,1166,9,1677,61,878,6464,1238,1258,224,9089,11800,,7,29,8,6,,7,,5,36,4,8,,50,60
2020-07-23,AL,30,30,53,881,5536,1480,1174,9,1687,61,883,6499,1243,1268,226,9133,11867,,1,26,9,8,,10,,5,35,5,10,2,44,67
2020-07-24,AL,30,30,53,886,5567,1482,1179,9,1698,61,884,6522,1249,1273,226,9176,11913,,5,31,2,5,,11,,1,23,6,5,,43,46
2020-07-25,AL,30,30,54,891,5596,1488,1181,9,1711,61,886,6565,1253,1275,229,9219,11980,1,5,29,6,2,,13,,2,43,4,2,3,43,67
2020-07-26,AL,30,31,54,894,5623,1497,1191,9,1719,61,889,6592,1255,1279,232,9268,12027,,3,27,9,10,,8,,3,27,2,4,3,49,47
2020-07-27,AL,30,31,54,899,5662,1509,1194,9,1724,61,893,6638,1260,1283,232,9327,12091,,5,39,12,3,,5,,4,46,5,4,,59,64
2020-07-28,AL,31,31,55,900,5690,1511,1203,9,1733,61,894,6672,1263,1292,232,9368,12147,1,1,28,2,9,,9,,1,34,3,9,,41,56
2020-07-29,AL,31,31,55,904,5719,1517,1210,9,1737,62,903,6707,1266,1299,233,9414,12207,,4,29,6,7,,4,1,9,35,3,7,1,46,60
2020-07-30,AL,31,31,55,909,5756,1521,1216,9,1746,62,903,6729,1269,1305,233,9466,12247,,5,37,4,6,,9,,,22,3,6,,52,40
2020-07-31,AL,31,31,55,914,5785,1528,1224,9,1759,62,907,6762,1273,1310,234,9515,12307,,5,29,7,8,,13,,4,33,4,5,1,49,60
2020-08-01,AL,31,31,56,918,5800,1534,1227,9,1768,62,909,6784,1275,1318,236,9544,12352,1,4,15,6,3,,9,,2,22,2,8,2,29,45
2020-08-02,AL,31,32,56,923,5829,1546,1231,9,1774,62,913,6818,1280,1322,237,9594,12406,,5,29,12,4,,6,,4,34,5,4,1,50,54
2020-08-03,AL,31,32,56,924,5862,1550,1233,9,1781,63,914,6847,1284,1329,237,9634,12455,,1,33,4,2,,7,1,1,29,4,7,,40,49
2020-08-04,AL,32,32,57,926,5903,1556,1243,9,1788,63,916,6876,1288,1337,238,9694,12506,1,2,41,6,10,,7,,2,29,4,8,1,60,51
2020-08-05,AL,32,32,57,931,5941,1562,1249,9,1794,63,917,6911,1296,1339,239,9749,12559,,5,38,6,6,,6,,1,35,8,2,1,55,53
2020-08-06,AL,32,32,58,936,5978,1569,1254,9,1800,63,924,6943,1299,1345,242,9804,12616,1,5,37,7,5,,6,,7,32,3,6,3,55,57
2020-08-07,AL,32,32,58,942,5998,1576,1260,9,1808,63,926,6980,1302,1355,244,9843,12678,,6,20,7,6,,8,,2,37,3,10,2,39,62
2020-08-08,AL,32,32,58,946,6026,1584,1268,9,1814,63,931,7019,1306,1360,246,9891,12739,,4,28,8,8,,6,,5,39,4,5,2,48,61
2020-08-09,AL,32,33,58,957,6057,1596,1276,9,1824,63,935,7043,1311,1363,247,9953,12786,,11,31,12,8,,10,,4,24,5,3,1,62,47
2020-08-10,AL,32,33,58,959,6089,1610,1285,9,1827,63,937,7073,1317,1372,248,10010,12837,,2,32,14,9,,3,,2,30,6,9,1,57,51
2020-08-11,AL,33,33,58,961,6125,1628,1291,9,1833,63,942,7096,1321,1380,248,10072,12883,,2,36,18,6,,6,,5,23,4,8,,62,46
2020-08-12,AL,33,33,58,965,6162,1637,1299,9,1840,63,945,7116,1327,1389,251,10130,12931,,4,37,9,8,,7,,3,20,6,9,3,58,48
2020-08-13,AL,33,33,58,970,6187,1643,1308,9,1847,63,949,7143,1333,1392,252,10175,12979,,5,25,6,9,,7,,4,27,6,3,1,45,48
2020-08-14,AL,33,33,58,976,6215,1651,1311,9,1855,63,949,7165,1336,1395,252,10220,13015,,6,28,8,3,,8,,,22,3,3,,45,36
2020-08-15,AL,33,33,58,982,6248,1659,1317,9,1861,63,952,7189,1342,1398,252,10273,13057,,6,33,8,6,,6,,3,24,6,3,,53,42
2020-08-16,AL,33,34,61,984,6277,1665,1324,9,1871,63,952,7214,1346,1403,252,10320,13101,3,2,29,6,7,,10,,,25,4,5,,47,44
2020-08-17,AL,33,34,61,988,6317,1669,1332,9,1876,63,953,7251,1351,1410,254,10376,13158,,4,40,4,8,,5,,1,37,5,7,2,56,57
2020-08-18,AL,34,34,61,991,6346,1676,1341,9,1881,63,958,7281,1360,1418,255,10424,13216,,3,29,7,9,,5,,5,30,9,8,1,48,58
2020-08-19,AL,34,34,62,995,6385,1680,1356,9,1888,64,964,7305,1363,1420,259,10487,13263,1,4,39,4,15,,7,1,6,24,3,2,4,63,47
2020-08-20,AL,34,34,62,1005,6419,1685,1359,9,1896,64,968,7335,1368,1427,260,10539,13318,,10,34,5,3,,8,,4,30,5,7,1,52,55
2020-08-21,AL,34,34,62,1008,6450,1692,1364,10,1905,64,973,7365,1375,1438,261,10586,13381,,3,31,7,5,1,9,,5,30,7,11,1,47,63
2020-08-22,AL,34,34,62,1017,6482,1702,1373,10,1908,64,975,7395,1383,1447,262,10646,13434,,9,32,10,9,,3,,2,30,8,9,1,60,53
2020-08-23,AL,34,35,63,1021,6516,1707,1378,10,1918,64,982,7429,1386,1449,263,10695,13491,1,4,34,5,5,,10,,7,34,3,2,1,49,57
2020-08-24,AL,34,35,63,1028,6541,1719,1382,10,1926,64,988,7460,1389,1460,263,10743,13550,,7,25,12,4,,8,,6,31,3,11,,48,59
2020-08-25,AL,35,35,64,1029,6573,1727,1383,10,1930,65,989,7492,1397,1470,263,10786,13606,1,1,32,8,1,,4,1,1,32,8,10,,43,56
2020-08-26,AL,35,35,64,1037,6602,1737,1390,10,1933,65,992,7518,1402,1475,264,10840,13649,,8,29,10,7,,3,,3,26,5,5,1,54,43
2020-08-27,AL,35,35,64,1044,6635,1745,1397,10,1934,65,994,7537,1405,1485,264,10895,13684,,7,33,8,7,,1,,2,19,3,10,,55,35
2020-08-28,AL,35,35,64,1048,6664,1755,1399,10,1936,65,995,7558,1410,1488,264,10940,13716,,4,29,10,2,,2,,1,21,5,3,,45,32
2020-08-29,AL,35,35,64,1055,6690,1764,1402,10,1938,65,997,7593,1410,1492,265,10985,13760,,7,26,9,3,,2,,2,35,,4,1,45,44
2020-08-30,AL,35,36,65,1057,6718,1769,1413,10,1941,66,999,7617,1414,1500,266,11032,13803,1,2,28,5,11,,3,1,2,24,4,8,1,47,43
2020-08-31,AL,35,36,66,1061,6749,1773,1422,10,1948,66,1002,7646,1417,1506,267,11081,13852,1,4,31,4,9,,7,,3,29,3,6,1,49,49
2020-09-01,AL,36,36,66,1064,6788,1783,1426,10,1952,66,1003,7673,1420,1514,267,11137,13895,,3,39,10,4,,4,,1,27,3,8,,56,43
2020-09-02,AL,36,36,66,1068,6823,1790,1429,10,1955,66,1011,7691,1426,1517,267,11186,13933,,4,35,7,3,,3,,8,18,6,3,,49,38
2020-09-03,AL,36,36,68,1076,6849,1794,1435,10,1963,66,1012,7716,1427,1518,267,11232,13969,2,8,26,4,6,,8,,1,25,1,1,,46,36
2020-09-04,AL,36,36,68,1084,6866,1802,1442,10,1967,66,1016,7736,1431,1527,267,11272,14010,,8,17,8,7,,4,,4,20,4,9,,40,41
2020-09-05,AL,36,36,68,1090,6900,1810,1450,10,1970,66,1018,7763,1437,1534,267,11328,14055,,6,34,8,8,,3,,2,27,6,7,,56,45
2020-09-06,AL,36,37,68,1096,6925,1815,1454,10,1974,66,1020,7800,1438,1539,267,11368,14104,,6,25,5,4,,4,,2,37,1,5,,40,49
2020-09-07,AL,36,37,68,1098,6954,1816,1456,10,1981,66,1025,7837,1442,1546,269,11402,14166,,2,29,1,2,,7,,5,37,4,7,2,34,62
2020-09-08,AL,37,37,68,1099,6987,1823,1463,10,1988,66,1026,7869,1443,1552,269,11450,14213,,1,33,7,7,,7,,1,32,1,6,,48,47
2020-09-09,AL,37,37,68,1107,7011,1831,1474,10,1992,66,1027,7894,1447,1558,269,11501,14253,,8,24,8,11,,4,,1,25,4,6,,51,40
2020-09-10,AL,37,37,68,1111,7036,1839,1480,10,1994,66,1031,7916,1459,1565,269,11544,14300,,4,25,8,6,,2,,4,22,12,7,,43,47
2020-09-11,AL,37,37,68,1114,7058,1845,1484,10,1995,66,1034,7941,1464,1572,270,11579,14342,,3,22,6,4,,1,,3,25,5,7,1,35,42
2020-09-12,AL,37,37,68,1117,7083,1851,1486,10,1999,66,1035,7972,1469,1580,272,11615,14393,,3,25,6,2,,4,,1,31,5,8,2,36,51
2020-09-13,AL,37,38,68,1119,7106,1859,1488,10,2003,66,1038,8003,1472,1584,272,11650,14438,,2,23,8,2,,4,,3,31,3,4,,35,45
2020-09-14,AL,37,38,69,1120,7142,1868,1490,10,2008,66,1039,8023,1477,1586,273,11699,14472,1,1,36,9,2,,5,,1,20,5,2,1,49,34
2020-09-15,AL,38,38,69,1122,7167,1880,1492,10,2011,68,1040,8051,1481,1597,273,11740,14521,,2,25,12,2,,3,2,1,28,4,11,,41,49
2020-09-16,AL,38,38,69,1123,7200,1885,1505,10,2018,68,1044,8087,1486,1603,273,11792,14579,,1,33,5,13,,7,,4,36,5,6,,52,58
2020-09-17,AL,38,38,70,1133,7233,1889,1508,10,2020,68,1047,8109,1489,1612,273,11843,14618,1,10,33,4,3,,2,,3,22,3,9,,51,39
2020-09-18,AL,38,38,70,1141,7256,1894,1522,10,2026,68,1048,8138,1494,1616,274,11893,14664,,8,23,5,14,,6,,1,29,5,4,1,50,46
2020-09-19,AL,38,38,70,1145,7284,1906,1530,10,2028,68,1052,8168,1497,1623,274,11945,14710,,4,28,12,8,,2,,4,30,3,7,,52,46
2020-09-20,AL,38,39,70,1150,7318,1915,1535,10,2034,68,1053,8201,1500,1632,274,11998,14762,,5,34,9,5,,6,,1,33,3,9,,53,52
2020-09-21,AL,38,39,70,1153,7355,1915,1540,10,2040,68,1055,8236,1503,1635,274,12043,14811,,3,37,,5,,6,,2,35,3,3,,45,49
2020-09-22,AL,39,39,70,1157,7388,1923,1542,10,2044,69,1059,8266,1508,1642,275,12090,14863,,4,33,8,2,,4,1,4,30,5,7,1,47,52
2020-09-23,AL,39,39,70,1160,7412,1932,1547,10,2049,69,1063,8292,1513,1653,275,12131,14914,,3,24,9,5,,5,,4,26,5,11,,41,51
2020-09-24,AL,39,39,70,1161,7441,1938,1559,10,2054,70,1066,8310,1515,1656,276,12179,14947,,1,29,6,12,,5,1,3,18,2,3,1,48,33
2020-09-25,AL,39,39,70,1167,7471,1945,1565,10,2055,70,1067,8336,1524,1660,277,12228,14989,,6,30,7,6,,1,,1,26,9,4,1,49,42
2020-09-26,AL,39,39,70,1173,7499,1951,1574,10,2056,70,1071,8361,1528,1666,277,12277,15029,,6,28,6,9,,1,,4,25,4,6,,49,40
2020-09-27,AL,39,40,70,1177,7535,1959,1582,11,2061,70,1074,8394,1531,1669,278,12334,15077,,4,36,8,8,1,5,,3,33,3,3,1,57,48
2020-09-28,AL,39,40,70,1179,7563,1972,1585,11,2066,70,1075,8413,1533,1672,278,12380,15107,,2,28,13,3,,5,,1,19,2,3,,46,30
2020-09-29,AL,40,40,71,1182,7590,1979,1594,11,2072,70,1080,8430,1539,1674,278,12427,15143,1,3,27,7,9,,6,,5,17,6,2,,47,36
2020-09-30,AL,40,40,71,1187,7618,1986,1601,11,2074,70,1084,8451,1546,1679,278,12474,15182,,5,28,7,7,,2,,4,21,7,5,,47,39
2020-10-01,AL,40,40,71,1188,7635,1993,1608,11,2077,70,1089,8473,1549,1685,278,12506,15221,,1,17,7,7,,3,,5,22,3,6,,32,39
2020-10-02,AL,40,40,71,1190,7657,2004,1611,11,2079,71,1095,8498,1553,1690,278,12544,15264,,2,22,11,3,,2,1,6,25,4,5,,38,43
2020-10-03,AL,40,40,72,1191,7689,2016,1615,11,2079,72,1095,8508,1556,1691,279,12594,15280,1,1,32,12,4,,,1,,10,3,1,1,50,16
2020-10-04,AL,40,41,72,1198,7716,2019,1618,11,2087,72,1100,8541,1559,1693,279,12634,15331,,7,27,3,3,,8,,5,33,3,2,,40,51
2020-10-05,AL,40,41,72,1202,7740,2025,1625,11,2088,72,1102,8574,1563,1703,281,12675,15383,,4,24,6,7,,1,,2,33,4,10,2,41,52
2020-10-06,AL,41,41,72,1205,7766,2035,1628,11,2090,72,1107,8601,1568,1708,281,12717,15427,,3,26,10,3,,2,,5,27,5,5,,42,44
2020-10-07,AL,41,41,72,1213,7801,2040,1633,11,2090,72,1108,8627,1574,1714,281,12770,15466,,8,35,5,5,,,,1,26,6,6,,53,39
2020-10-08,AL,41,41,72,1216,7826,2051,1640,11,2094,72,1113,8662,1579,1720,281,12816,15521,,3,25,11,7,,4,,5,35,5,6,,46,55
2020-10-09,AL,41,41,72,1227,7844,2060,1645,11,2097,72,1122,8675,1586,1726,282,12859,15560,,11,18,9,5,,3,,9,13,7,6,1,43,39
2020-10-10,AL,41,41,72,1232,7867,2069,1654,11,2100,72,1124,8715,1594,1731,282,12905,15618,,5,23,9,9,,3,,2,40,8,5,,46,58
2020-10-11,AL,41,42,73,1235,7901,2079,1661,11,2103,72,1127,8739,1599,1742,282,12960,15664,1,3,34,10,7,,3,,3,24,5,11,,55,46
2020-10-12,AL,41,42,73,1240,7928,2087,1666,11,2106,72,1127,8773,1606,1749,282,13005,15715,,5,27,8,5,,3,,,34,7,7,,45,51
2020-10-13,AL,42,42,73,1246,7954,2091,1674,11,2109,73,1131,8809,1614,1756,282,13049,15774,,6,26,4,8,,3,1,4,36,8,7,,44,59
2020-10-14,AL,42,42,73,1254,7974,2095,1683,11,2110,73,1138,8834,1618,1758,283,13090,15814,,8,20,4,9,,1,,7,25,4,2,1,41,40
2020-10-15,AL,42,42,73,1268,8002,2106,1686,11,2113,75,1141,8864,1629,1763,283,13146,15868,,14,28,11,3,,3,2,3,30,11,5,,56,54
2020-10-16,AL,42,42,73,1272,8023,2113,1692,11,2115,75,1141,8903,1633,1766,284,13184,15917,,4,21,7,6,,2,,,39,4,3,1,38,49
2020-10-17,AL,42,42,73,1275,8042,2119,1701,11,2117,76,1142,8953,1633,1767,284,13221,15972,,3,19,6,9,,2,1,1,50,,1,,37,55
2020-10-18,AL,42,43,74,1280,8057,2126,1709,11,2121,77,1142,8989,1638,1772,284,13257,16023,1,5,15,7,8,,4,1,,36,5,5,,36,51
2020-10-19,AL,42,43,74,1281,8087,2135,1714,11,2125,77,1144,9017,1641,1778,284,13302,16066,,1,30,9,5,,4,,2,28,3,6,,45,43
2020-10-20,AL,43,43,74,1282,8124,2141,1721,12,2126,77,1146,9042,1645,1781,286,13354,16103,,1,37,6,7,1,1,,2,25,4,3,2,52,37
2020-10-21,AL,43,43,74,1286,8138,2148,1729,12,2128,77,1149,9064,1649,1786,286,13387,16139,,4,14,7,8,,2,,3,22,4,5,,33,36
2020-10-22,AL,43,43,74,1287,8170,2151,1739,12,2130,77,1156,9095,1653,1789,287,13433,16187,,1,32,3,10,,2,,7,31,4,3,1,46,48
2020-10-23,AL,43,43,74,1295,8195,2159,1748,12,2132,77,1162,9120,1658,1795,287,13483,16231,,8,25,8,9,,2,,6,25,5,6,,50,44
2020-10-24,AL,43,43,75,1303,8220,2165,1754,12,2136,78,1165,9139,1662,1801,287,13529,16268,1,8,25,6,6,,4,1,3,19,4,6,,46,37
2020-10-25,AL,43,44,75,1307,8236,2172,1763,12,2136,78,1167,9165,1666,1806,287,13565,16305,,4,16,7,9,,,,2,26,4,5,,36,37
2020-10-26,AL,43,44,75,1308,8255,2176,1770,12,2139,79,1172,9180,1674,1811,287,13596,16342,,1,19,4,7,,3,1,5,15,8,5,,31,37
2020-10-27,AL,44,44,76,1311,8288,2181,1776,12,2140,81,1174,9202,1679,1815,287,13644,16378,1,3,33,5,6,,1,2,2,22,5,4,,48,36
2020-10-28,AL,44,44,76,1314,8331,2189,1786,12,2142,81,1176,9234,1684,1818,287,13708,16422,,3,43,8,10,,2,,2,32,5,3,,64,44
2020-10-29,AL,44,44,77,1318,8361,2197,1789,12,2142,81,1183,9266,1688,1828,287,13754,16475,1,4,30,8,3,,,,7,32,4,10,,46,53
2020-10-30,AL,44,44,77,1321,8379,2206,1795,12,2144,81,1185,9290,1693,1834,287,13790,16514,,3,18,9,6,,2,,2,24,5,6,,36,39
2020-10-31,AL,44,44,78,1323,8412,2211,1803,12,2147,82,1191,9317,1698,1836,287,13839,16558,1,2,33,5,8,,3,1,6,27,5,2,,49,44
2020-11-01,AL,44,45,78,1328,8446,2215,1808,13,2152,82,1192,9342,1702,1840,287,13888,16597,,5,34,4,5,1,5,,1,25,4,4,,49,39
2020-11-02,AL,44,45,78,1336,8477,2220,1818,13,2153,83,1193,9366,1707,1843,287,13942,16632,,8,31,5,10,,1,1,1,24,5,3,,54,35
2020-11-03,AL,45,45,78,1336,8509,2227,1826,13,2157,83,1195,9391,1710,1849,287,13989,16672,,,32,7,8,,4,,2,25,3,6,,47,40
2020-11-04,AL,45,45,78,1337,8548,2232,1834,13,2161,84,1201,9419,1714,1858,287,14042,16724,,1,39,5,8,,4,1,6,28,4,9,,53,52
2020-11-05,AL,45,45,78,1340,8569,2240,1839,13,2163,86,1206,9440,1721,1865,288,14079,16769,,3,21,8,5,,2,2,5,21,7,7,1,37,45
2020-11-06,AL,45,45,78,1345,8597,2248,1846,13,2165,86,1208,9473,1728,1869,288,14127,16817,,5,28,8,7,,2,,2,33,7,4,,48,48
2020-11-07,AL,45,45,78,1353,8627,2260,1848,13,2169,86,1211,9502,1733,1876,289,14179,16866,,8,30,12,2,,4,,3,29,5,7,1,52,49
2020-11-08,AL,45,46,78,1354,8658,2269,1854,13,2175,86,1213,9526,1735,1881,289,14226,16905,,1,31,9,6,,6,,2,24,2,5,,47,39
2020-11-09,AL,45,46,78,1356,8689,2272,1857,13,2178,86,1218,9555,1740,1885,289,14265,16951,,2,31,3,3,,3,,5,29,5,4,,39,46
2020-11-10,AL,46,46,78,1357,8726,2275,1861,13,2179,86,1222,9582,1745,1895,289,14310,16998,,1,37,3,4,,1,,4,27,5,10,,45,47
2020-11-11,AL,46,46,78,1361,8754,2281,1867,13,2183,87,1233,9601,1748,1901,289,14354,17042,,4,28,6,6,,4,1,11,19,3,6,,44,44
2020-11-12,AL,46,46,80,1365,8782,2285,1878,13,2189,87,1235,9625,1753,1907,290,14403,17086,2,4,28,4,11,,6,,2,24,5,6,1,49,44
2020-11-13,AL,46,46,80,1371,8801,2299,1886,13,2194,87,1240,9653,1758,1912,290,14450,17134,,6,19,14,8,,5,,5,28,5,5,,47,48
2020-11-14,AL,46,46,80,1373,8831,2307,1895,13,2198,88,1243,9679,1759,1916,290,14499,17173,,2,30,8,9,,4,1,3,26,1,4,,49,39
2020-11-15,AL,46,47,82,1376,8855,2312,1900,13,2198,88,1244,9703,1765,1922,291,14538,17211,2,3,24,5,5,,,,1,24,6,6,1,39,38
2020-11-16,AL,46,47,83,1379,8898,2319,1903,13,2200,90,1246,9736,1768,1927,291,14595,17258,1,3,43,7,3,,2,2,2,33,3,5,,57,47
2020-11-17,AL,47,47,83,1383,8925,2324,1909,13,2200,90,1247,9766,1772,1933,292,14637,17300,,4,27,5,6,,,,1,30,4,6,1,42,42
2020-11-18,AL,47,47,84,1388,8949,2330,1914,13,2202,90,1250,9791,1778,1942,293,14678,17346,1,5,24,6,5,,2,,3,25,6,9,1,41,46
2020-11-19,AL,47,47,84,1392,8977,2338,1916,13,2207,92,1255,9816,1784,1950,293,14720,17397,,4,28,8,2,,5,2,5,25,6,8,,42,51
2020-11-20,AL,47,47,84,1397,9005,2347,1920,13,2212,92,1260,9828,1786,1957,293,14766,17428,,5,28,9,4,,5,,5,12,2,7,,46,31
2020-11-21,AL,47,47,84,1401,9028,2355,1927,13,2213,92,1261,9844,1788,1959,295,14808,17452,,4,23,8,7,,1,,1,16,2,2,2,42,24
2020-11-22,AL,47,48,84,1404,9056,2360,1933,13,2216,92,1263,9865,1791,1963,295,14850,17485,,3,28,5,6,,3,,2,21,3,4,,42,33
2020-11-23,AL,47,48,84,1405,9080,2364,1938,13,2218,94,1267,9890,1794,1972,295,14884,17530,,1,24,4,5,,2,2,4,25,3,9,,34,45
2020-11-24,AL,48,48,84,1410,9110,2368,1944,13,2221,95,1269,9910,1799,1981,296,14929,17571,,5,30,4,6,,3,1,2,20,5,9,1,45,41
2020-11-25,AL,48,48,86,1412,9134,2372,1950,13,2223,95,1273,9934,1803,1983,296,14967,17607,2,2,24,4,6,,2,,4,24,4,2,,38,36
2020-11-26,AL,48,48,86,1417,9155,2381,1960,13,2225,95,1275,9964,1805,1989,296,15012,17649,,5,21,9,10,,2,,2,30,2,6,,45,42
2020-11-27,AL,48,48,86,1421,9179,2389,1965,13,2226,95,1278,9986,1807,1991,296,15053,17679,,4,24,8,5,,1,,3,22,2,2,,41,30
2020-11-28,AL,48,48,86,1425,9214,2395,1971,13,2226,95,1278,10008,1810,1994,297,15104,17708,,4,35,6,6,,,,,22,3,3,1,51,29
2020-11-29,AL,48,49,86,1432,9230,2401,1978,13,2228,97,1279,10023,1812,1999,297,15140,17735,,7,16,6,7,,2,2,1,15,2,5,,36,27
2020-11-30,AL,48,49,87,1437,9255,2413,1985,13,2235,97,1281,10042,1815,2002,297,15190,17769,1,5,25,12,7,,7,,2,19,3,3,,50,34
2020-12-01,AL,49,49,87,1438,9281,2420,1993,13,2238,98,1285,10063,1821,2006,297,15232,17808,,1,26,7,8,,3,1,4,21,6,4,,42,39
2020-12-02,AL,49,49,87,1440,9312,2428,1998,13,2239,98,1287,10086,1829,2012,297,15278,17848,,2,31,8,5,,1,,2,23,8,6,,46,40
2020-12-03,AL,49,49,87,1444,9342,2441,2002,13,2244,98,1292,10112,1832,2020,297,15329,17895,,4,30,13,4,,5,,5,26,3,8,,51,47
2020-12-04,AL,49,49,88,1447,9375,2445,2005,13,2245,98,1296,10137,1834,2024,297,15373,17931,1,3,33,4,3,,1,,4,25,2,4,,44,36
2020-12-05,AL,49,49,88,1450,9405,2453,2017,13,2246,98,1297,10165,1836,2027,297,15426,17966,,3,30,8,12,,1,,1,28,2,3,,53,35
2020-12-06,AL,49,50,88,1452,9432,2458,2023,13,2247,98,1299,10196,1839,2034,297,15466,18010,,2,27,5,6,,1,,2,31,3,7,,40,44
2020-12-07,AL,49,50,90,1456,9466,2464,2028,13,2248,98,1301,10213,1841,2039,297,15517,18037,2,4,34,6,5,,1,,2,17,2,5,,51,27
2020-12-08,AL,50,50,90,1461,9504,2473,2035,13,2248,98,1304,10248,1845,2046,298,15576,18087,,5,38,9,7,,,,3,35,4,7,1,59,50
2020-12-09,AL,50,50,90,1467,9528,2479,2044,13,2253,98,1307,10266,1851,2052,298,15621,18125,,6,24,6,9,,5,,3,18,6,6,,45,38
2020-12-10,AL,50,50,91,1475,9555,2485,2048,13,2259,98,1312,10289,1854,2057,299,15667,18168,1,8,27,6,4,,6,,5,23,3,5,1,46,43
2020-12-11,AL,50,50,91,1476,9584,2496,2056,13,2261,98,1315,10309,1856,2063,302,15716,18204,,1,29,11,8,,2,,3,20,2,6,3,49,36
2020-12-12,AL,50,50,91,1478,9609,2505,2060,13,2266,99,1316,10323,1862,2071,302,15756,18239,,2,25,9,4,,5,1,1,14,6,8,,40,35
2020-12-13,AL,50,51,91,1480,9632,2508,2062,13,2270,99,1319,10350,1862,2076,304,15786,18280,,2,23,3,2,,4,,3,27,,5,2,30,41
2020-12-14,AL,50,51,91,1483,9659,2513,2069,13,2274,99,1323,10377,1863,2079,305,15828,18320,,3,27,5,7,,4,,4,27,1,3,1,42,40
2020-12-15,AL,51,51,91,1487,9684,2522,2076,13,2279,99,1325,10401,1871,2084,305,15873,18364,,4,25,9,7,,5,,2,24,8,5,,45,44
2020-12-16,AL,51,51,92,1492,9709,2528,2082,13,2282,99,1329,10415,1874,2093,306,15916,18398,1,5,25,6,6,,3,,4,14,3,9,1,43,34
2020-12-17,AL,51,51,92,1495,9745,2534,2088,13,2285,99,1333,10431,1874,2098,307,15967,18427,,3,36,6,6,,3,,4,16,,5,1,51,29
2020-12-18,AL,51,51,92,1506,9766,2544,2094,13,2294,99,1335,10450,1878,2105,307,16015,18468,,11,21,10,6,,9,,2,19,4,7,,48,41
2020-12-19,AL,51,51,92,1506,9791,2550,2099,13,2297,99,1338,10472,1882,2110,307,16051,18505,,,25,6,5,,3,,3,22,4,5,,36,37
2020-12-20,AL,51,52,92,1510,9805,2557,2105,13,2300,99,1340,10483,1891,2113,307,16082,18533,,4,14,7,6,,3,,2,11,9,3,,31,28
2020-12-21,AL,51,52,92,1514,9830,2564,2112,13,2303,100,1343,10502,1895,2117,307,16125,18567,,4,25,7,7,,3,1,3,19,4,4,,43,34
2020-12-22,AL,52,52,92,1516,9864,2570,2119,13,2306,100,1347,10520,1896,2122,308,16174,18599,,2,34,6,7,,3,,4,18,1,5,1,49,32
2020-12-23,AL,52,52,93,1522,9893,2583,2129,13,2311,100,1352,10541,1900,2127,309,16233,18640,1,6,29,13,10,,5,,5,21,4,5,1,59,41
2020-12-24,AL,52,52,93,1527,9909,2588,2133,13,2312,100,1354,10553,1902,2132,310,16263,18663,,5,16,5,4,,1,,2,12,2,5,1,30,23
2020-12-25,AL,52,52,95,1531,9923,2594,2140,13,2320,100,1355,10571,1910,2134,310,16296,18700,2,4,14,6,7,,8,,1,18,8,2,,33,37
