date,state,epidemiological_week_2019,epidemiological_week_2020,deaths_indeterminate_2019,deaths_respiratory_failure_2019,deaths_others_2019,deaths_pneumonia_2019,deaths_septicemia_2019,deaths_sars_2019,deaths_covid19,deaths_indeterminate_2020,deaths_respiratory_failure_2020,deaths_others_2020,deaths_pneumonia_2020,deaths_septicemia_2020,deaths_sars_2020,deaths_total_2019,deaths_total_2020,new_deaths_indeterminate_2019,new_deaths_respiratory_failure_2019,new_deaths_others_2019,new_deaths_pneumonia_2019,new_deaths_septicemia_2019,new_deaths_sars_2019,new_deaths_covid19,new_deaths_indeterminate_2020,new_deaths_respiratory_failure_2020,new_deaths_others_2020,new_deaths_pneumonia_2020,new_deaths_septicemia_2020,new_deaths_sars_2020,new_deaths_total_2019,new_deaths_total_2020
2020-06-25,AM,26,26,72,333,4037,1038,906,28,1692,102,555,4830,1525,935,624,6414,10263,,3,20,7,3,,6,,1,22,,4,,33,33
2020-06-26,AM,26,26,72,335,4059,1044,911,28,1696,102,555,4846,1530,942,625,6449,10296,,2,22,6,5,,4,,,16,5,7,1,35,33
2020-06-27,AM,26,26,73,338,4081,1049,920,28,1701,103,563,4865,1536,947,626,6489,10341,1,3,22,5,9,,5,1,8,19,6,5,1,40,45
2020-06-28,AM,26,27,74,341,4111,1056,923,28,1708,104,567,4886,1541,951,627,6533,10384,1,3,30,7,3,,7,1,4,21,5,4,1,44,43
2020-06-29,AM,26,27,75,342,4135,1059,927,28,1715,104,569,4904,1543,956,627,6566,10418,1,1,24,3,4,,7,,2,18,2,5,,33,34
2020-06-30,AM,27,27,75,342,4163,1063,931,28,1718,104,569,4924,1548,962,628,6602,10453,,,28,4,4,,3,,,20,5,6,1,36,35
2020-07-01,AM,27,27,76,346,4185,1069,937,29,1727,104,571,4935,1552,966,629,6642,10484,1,4,22,6,6,1,9,,2,11,4,4,1,40,31
2020-07-02,AM,27,27,77,348,4216,1077,943,29,1736,104,574,4947,1558,971,630,6690,10520,1,2,31,8,6,,9,,3,12,6,5,1,48,36
2020-07-03,AM,27,27,79,348,4242,1085,948,29,1742,104,578,4967,1564,978,631,6731,10564,2,,26,8,5,,6,,4,20,6,7,1,41,44
2020-07-04,AM,27,27,79,350,4268,1088,958,29,1745,104,580,4986,1567,982,634,6772,10598,,2,26,3,10,,3,,2,19,3,4,3,41,34
2020-07-05,AM,27,28,79,352,4284,1098,965,29,1750,104,582,5005,1567,986,635,6807,10629,,2,16,10,7,,5,,2,19,,4,1,35,31
2020-07-06,AM,27,28,79,353,4308,1106,969,29,1756,104,582,5028,1574,992,636,6844,10672,,1,24,8,4,,6,,,23,7,6,1,37,43
2020-07-07,AM,28,28,80,354,4329,1110,972,29,1758,104,582,5041,1584,998,637,6874,10704,1,1,21,4,3,,2,,,13,10,6,1,30,32
2020-07-08,AM,28,28,80,356,4348,1116,977,29,1764,105,584,5057,1585,1002,638,6906,10735,,2,19,6,5,,6,1,2,16,1,4,1,32,31
2020-07-09,AM,28,28,80,357,4375,1124,981,29,1774,105,585,5069,1589,1012,638,6946,10772,,1,27,8,4,,10,,1,12,4,10,,40,37
2020-07-10,AM,28,28,81,359,4396,1129,985,29,1779,105,590,5091,1594,1021,639,6979,10819,1,2,21,5,4,,5,,5,22,5,9,1,33,47
2020-07-11,AM,28,28,81,360,4422,1135,985,29,1785,105,593,5108,1596,1027,640,7012,10854,,1,26,6,,,6,,3,17,2,6,1,33,35
2020-07-12,AM,28,29,81,362,4450,1137,991,29,1789,106,596,5123,1604,1030,641,7050,10889,,2,28,2,6,,4,1,3,15,8,3,1,38,35
2020-07-13,AM,28,29,81,364,4474,1143,997,29,1793,106,597,5142,1607,1034,641,7088,10920,,2,24,6,6,,4,,1,19,3,4,,38,31
2020-07-14,AM,29,29,81,365,4506,1147,1003,29,1800,107,599,5159,1617,1040,641,7131,10963,,1,32,4,6,,7,1,2,17,10,6,,43,43
2020-07-15,AM,29,29,81,368,4528,1150,1008,29,1809,107,603,5187,1623,1045,643,7164,11017,,3,22,3,5,,9,,4,28,6,5,2,33,54
2020-07-16,AM,29,29,81,369,4546,1163,1011,29,1811,107,603,5202,1626,1054,643,7199,11046,,1,18,13,3,,2,,,15,3,9,,35,29
2020-07-17,AM,29,29,81,371,4575,1172,1014,29,1818,107,606,5222,1628,1066,644,7242,11091,,2,29,9,3,,7,,3,20,2,12,1,43,45
2020-07-18,AM,29,29,81,373,4597,1180,1019,29,1821,107,607,5239,1633,1073,645,7279,11125,,2,22,8,5,,3,,1,17,5,7,1,37,34
2020-07-19,AM,29,30,81,373,4620,1180,1024,29,1829,107,612,5255,1639,1079,645,7307,11166,,,23,,5,,8,,5,16,6,6,,28,41
2020-07-20,AM,29,30,82,374,4634,1187,1029,29,1833,107,612,5281,1644,1090,646,7335,11213,1,1,14,7,5,,4,,,26,5,11,1,28,47
2020-07-21,AM,30,30,83,375,4658,1196,1034,29,1839,108,613,5295,1650,1094,647,7375,11246,1,1,24,9,5,,6,1,1,14,6,4,1,40,33
2020-07-22,AM,30,30,83,376,4680,1203,1037,29,1843,108,616,5318,1654,1097,647,7408,11283,,1,22,7,3,,4,,3,23,4,3,,33,37
2020-07-23,AM,30,30,83,378,4710,1205,1043,29,1844,109,616,5347,1659,1104,647,7448,11326,,2,30,2,6,,1,1,,29,5,7,,40,43
2020-07-24,AM,30,30,83,378,4744,1212,1051,29,1849,109,619,5377,1660,1109,647,7497,11370,,,34,7,8,,5,,3,30,1,5,,49,44
2020-07-25,AM,30,30,84,381,4766,1213,1052,29,1852,109,620,5398,1664,1113,647,7525,11403,1,3,22,1,1,,3,,1,21,4,4,,28,33
2020-07-26,AM,30,31,84,383,4782,1219,1058,29,1856,109,622,5417,1667,1115,649,7555,11435,,2,16,6,6,,4,,2,19,3,2,2,30,32
2020-07-27,AM,30,31,84,384,4809,1227,1065,29,1860,109,622,5438,1672,1118,650,7598,11469,,1,27,8,7,,4,,,21,5,3,1,43,34
2020-07-28,AM,31,31,84,385,4827,1233,1071,29,1867,109,624,5461,1674,1126,654,7629,11515,,1,18,6,6,,7,,2,23,2,8,4,31,46
2020-07-29,AM,31,31,85,386,4854,1239,1079,29,1872,109,626,5477,1681,1130,654,7672,11549,1,1,27,6,8,,5,,2,16,7,4,,43,34
2020-07-30,AM,31,31,86,390,4874,1245,1090,29,1876,109,626,5492,1686,1134,654,7714,11577,1,4,20,6,11,,4,,,15,5,4,,42,28
2020-07-31,AM,31,31,86,393,4886,1249,1094,29,1881,109,626,5505,1690,1138,654,7737,11603,,3,12,4,4,,5,,,13,4,4,,23,26
2020-08-01,AM,31,31,87,396,4908,1258,1100,29,1884,109,626,5525,1695,1144,654,7778,11637,1,3,22,9,6,,3,,,20,5,6,,41,34
2020-08-02,AM,31,32,87,397,4933,1263,1108,29,1888,109,630,5556,1698,1147,654,7817,11682,,1,25,5,8,,4,,4,31,3,3,,39,45
2020-08-03,AM,31,32,87,397,4965,1267,1112,29,1892,110,632,5572,1704,1158,655,7857,11723,,,32,4,4,,4,1,2,16,6,11,1,40,41
2020-08-04,AM,32,32,87,399,4987,1271,1114,29,1899,111,634,5594,1707,1162,656,7887,11763,,2,22,4,2,,7,1,2,22,3,4,1,30,40
2020-08-05,AM,32,32,87,401,5012,1278,1119,29,1907,111,634,5607,1713,1167,657,7926,11796,,2,25,7,5,,8,,,13,6,5,1,39,33
2020-08-06,AM,32,32,87,402,5028,1284,1122,29,1916,112,638,5625,1715,1173,657,7952,11836,,1,16,6,3,,9,1,4,18,2,6,,26,40
2020-08-07,AM,32,32,87,404,5052,1288,1125,29,1920,113,640,5643,1719,1177,657,7985,11869,,2,24,4,3,,4,1,2,18,4,4,,33,33
2020-08-08,AM,32,32,87,406,5069,1295,1132,29,1925,113,640,5668,1725,1181,657,8018,11909,,2,17,7,7,,5,,,25,6,4,,33,40
2020-08-09,AM,32,33,87,407,5094,1306,1138,29,1931,113,642,5687,1727,1185,658,8061,11943,,1,25,11,6,,6,,2,19,2,4,1,43,34
2020-08-10,AM,32,33,87,410,5119,1309,1141,29,1936,113,644,5709,1733,1189,661,8095,11985,,3,25,3,3,,5,,2,22,6,4,3,34,42
2020-08-11,AM,33,33,87,415,5136,1317,1145,29,1940,113,647,5727,1734,1195,663,8129,12019,,5,17,8,4,,4,,3,18,1,6,2,34,34
2020-08-12,AM,33,33,87,415,5162,1323,1154,29,1946,114,652,5744,1739,1203,663,8170,12061,,,26,6,9,,6,1,5,17,5,8,,41,42
2020-08-13,AM,33,33,87,418,5180,1328,1160,29,1951,114,654,5763,1743,1209,664,8202,12098,,3,18,5,6,,5,,2,19,4,6,1,32,37
2020-08-14,AM,33,33,87,418,5204,1337,1165,29,1961,114,654,5790,1747,1216,665,8240,12147,,,24,9,5,,10,,,27,4,7,1,38,49
2020-08-15,AM,33,33,87,418,5224,1345,1168,29,1962,114,656,5808,1751,1217,665,8271,12173,,,20,8,3,,1,,2,18,4,1,,31,26
2020-08-16,AM,33,34,87,419,5241,1350,1171,29,1967,114,658,5832,1755,1225,665,8297,12216,,1,17,5,3,,5,,2,24,4,8,,26,43
2020-08-17,AM,33,34,87,419,5264,1358,1175,29,1973,114,661,5847,1755,1229,665,8332,12244,,,23,8,4,,6,,3,15,,4,,35,28
2020-08-18,AM,34,34,87,419,5288,1364,1179,29,1979,114,667,5872,1759,1236,665,8366,12292,,,24,6,4,,6,,6,25,4,7,,34,48
2020-08-19,AM,34,34,87,421,5315,1375,1185,29,1984,114,667,5895,1766,1240,666,8412,12332,,2,27,11,6,,5,,,23,7,4,1,46,40
2020-08-20,AM,34,34,87,424,5349,1380,1192,29,1986,115,670,5912,1767,1248,666,8461,12364,,3,34,5,7,,2,1,3,17,1,8,,49,32
2020-08-21,AM,34,34,89,427,5370,1386,1197,29,1988,115,672,5930,1769,1250,666,8498,12390,2,3,21,6,5,,2,,2,18,2,2,,37,26
2020-08-22,AM,34,34,89,430,5394,1396,1202,29,1993,116,674,5956,1778,1251,666,8540,12434,,3,24,10,5,,5,1,2,26,9,1,,42,44
2020-08-23,AM,34,35,89,432,5413,1401,1204,29,1999,116,675,5980,1780,1253,667,8568,12470,,2,19,5,2,,6,,1,24,2,2,1,28,36
2020-08-24,AM,34,35,89,432,5442,1405,1213,30,2005,116,676,5998,1784,1258,668,8611,12505,,,29,4,9,1,6,,1,18,4,5,1,43,35
2020-08-25,AM,35,35,89,432,5464,1410,1216,30,2010,116,676,6026,1791,1261,669,8641,12549,,,22,5,3,,5,,,28,7,3,1,30,44
2020-08-26,AM,35,35,89,435,5490,1418,1219,30,2017,116,679,6049,1793,1265,670,8681,12589,,3,26,8,3,,7,,3,23,2,4,1,40,40
2020-08-27,AM,35,35,90,437,5510,1431,1226,30,2020,117,680,6065,1796,1270,670,8724,12618,1,2,20,13,7,,3,1,1,16,3,5,,43,29
2020-08-28,AM,35,35,91,440,5539,1436,1234,30,2024,117,684,6093,1798,1276,671,8770,12663,1,3,29,5,8,,4,,4,28,2,6,1,46,45
2020-08-29,AM,35,35,91,442,5555,1442,1242,30,2026,117,686,6107,1802,1277,672,8802,12687,,2,16,6,8,,2,,2,14,4,1,1,32,24
2020-08-30,AM,35,36,91,444,5584,1451,1247,30,2030,117,689,6126,1806,1284,673,8847,12725,,2,29,9,5,,4,,3,19,4,7,1,45,38
2020-08-31,AM,35,36,91,447,5599,1461,1255,30,2043,118,693,6142,1809,1290,673,8883,12768,,3,15,10,8,,13,1,4,16,3,6,,36,43
2020-09-01,AM,36,36,91,450,5625,1470,1262,30,2048,118,693,6157,1818,1293,673,8928,12800,,3,26,9,7,,5,,,15,9,3,,45,32
